REFRIGERANTE GURY LARANJA 1,5L;R$ 2,19;BIG AMIGAO F4;RUA FRANCISCA MENDES, NRO 2360, CIDADE DE DEUS, NAO INFORMADO, MANAUS-AM, CEP 69099-345
REFRIGERANTE ANTARCTICA LATA 350ML;R$ 2,19;SUPERMERCADO NORDESTE;AV TORQUATO TAPAJOS, NRO 10949, TARUMA, NAO INFORMADO, MANAUS-AM, CEP 69041-025
REFRIGERANTE FANTA  UVA 310ML UND;R$ 2,25;VAREJAO VIEIRALVES;AV JOAO VALERIO, NRO 664, NOSSA SENHORA DAS GRACAS, MANAUS-AM, CEP 69053-140
REFRIGERANTE GUARANA ANTARCTIC;R$ 2,25;MERCADINHO ADAO EVA;RUA PROFESSORA RAIMUNDA MAGALHAES, NRO 103, COROADO II, MANAUS-AM, CEP 69080-271
REFRIGERANTE FANTA LARANJA LATA 310ML UND;R$ 2,25;VAREJAO VIEIRALVES;AV JOAO VALERIO, NRO 664, NOSSA SENHORA DAS GRACAS, MANAUS-AM, CEP 69053-140
REFRIGERANTE SUKITA LATA 350ML;R$ 2,25;MERCADINHO RIO JORDAO;AV 7 DE MAIO, NRO 1337, SANTA ETELVINA, MANAUS-AM, CEP 69059-423
REFRIGERANTE ICE COLA 1,5L;R$ 2,29;BIG AMIGAO F4;RUA FRANCISCA MENDES, NRO 2360, CIDADE DE DEUS, NAO INFORMADO, MANAUS-AM, CEP 69099-345
REFRIGERANTE FANTA UVA 310ML;R$ 2,35;EXPRESSO TARUMA;R J. LEITE, NRO 292, TARUMA, MANAUS-AM, CEP 69022-160
REFRIGERANTE GUARANA REAL GOLD LATA 269ML REAL BEBIDAS DA AMAZ LTDA;R$ 2,38;PADARIA LISBOA;RUA VOLUNTARIOS DA PATRIA, NRO 432, VILA DA PRATA, MANAUS-AM, CEP 69030-520
REFRIGERANTE FRUIT ORANGE 2L;R$ 2,39;BIG AMIGAO F1;RUA DOS BARES, NRO 425, CENTRO, NAO INFORMADO, MANAUS-AM, CEP 69005-020
REFRIGERANTE FANTA  LARANJA 500ML UND;R$ 2,40;VAREJAO VIEIRALVES;AV JOAO VALERIO, NRO 664, NOSSA SENHORA DAS GRACAS, MANAUS-AM, CEP 69053-140
REFRIGERANTE BARE LATA GUARANA 350ML UND;R$ 2,40;VAREJAO VIEIRALVES;AV JOAO VALERIO, NRO 664, NOSSA SENHORA DAS GRACAS, MANAUS-AM, CEP 69053-140
REFRIGERANTE FANTA LARANJA 220ML;R$ 2,45;EXPRESSO TARUMA;R J. LEITE, NRO 292, TARUMA, MANAUS-AM, CEP 69022-160
REFRIGERANTE BARE 1L;R$ 2,49;SUPERMERCADO RODRIGUES;ITANNANA, NRO 291, N.SRA DAS GRACAS, NAO INFORMADO, MANAUS-AM, CEP 69053-540
REFRIGERANTE PEPSI LATA 350ML;R$ 2,49;CASA DE CARNE OTAVIO;RUA SAO EUSEBIO, NRO 219, TERRA NOVA, MANAUS-AM, CEP 69093-820
REFRIGERANTE SUKITA LATA 350ML;R$ 2,49;CASA DE CARNE OTAVIO;RUA SAO EUSEBIO, NRO 219, TERRA NOVA, MANAUS-AM, CEP 69093-820
REFRIGERANTE SUKITA;R$ 2,49;J.R.N.S COMERCIO DE PRODUTOS ALIMENTICIOS LTDA;AVE NHAMUNDA, NRO 1441, PRACA 14, MANAUS-AM, CEP 69020-190
REFRIGERANTE FANTA UVA LATA SLEENK 310ML COCA COLA;R$ 2,50;PADARIA LISBOA;RUA VOLUNTARIOS DA PATRIA, NRO 432, VILA DA PRATA, MANAUS-AM, CEP 69030-520
REFRIGERANTE GUARANA ANTARCTICA LT 350M;R$ 2,50;EXPRESSO TARUMA;R J. LEITE, NRO 292, TARUMA, MANAUS-AM, CEP 69022-160
REFRIGERANTE 1.5L RE;R$ 2,50;SUPERMERCADO NOVA CIDADE;MARGARITA, NRO 35, CIDADE NOVA, MANAUS-AM, CEP 69097-207
REFRIGERANTE 1.5L MA;R$ 2,50;SUPERMERCADO NOVA CIDADE;MARGARITA, NRO 35, CIDADE NOVA, MANAUS-AM, CEP 69097-207
REFRIGERANTE PEPSI LATA 350ML;R$ 2,50;GUGA CONVENIENCIA;RUA CEL. FERREIRA DE ARAUJO, NRO 809, PETROPOLIS, MANAUS-AM, CEP 69063-000
REFRIGERANTE DE COLA SCHIN 2LT;R$ 2,50;MERCADINHO BARATAO DO EDUCANDOS;AVE BENTO JOSE DE LIMA, NRO 330, EDUCANDOS, MANAUS-AM, CEP 69070-530
REFRIGERANTE 1.5L GU;R$ 2,50;SUPERMERCADO NOVA CIDADE;MARGARITA, NRO 35, CIDADE NOVA, MANAUS-AM, CEP 69097-207
REFRIGERANTE PEPSI COLA LT 350ML;R$ 2,50;EXPRESSO TARUMA;R J. LEITE, NRO 292, TARUMA, MANAUS-AM, CEP 69022-160
REFRIGERANTE COCA COLA ZERO  350ML UND;R$ 2,50;VAREJAO VIEIRALVES;AV JOAO VALERIO, NRO 664, NOSSA SENHORA DAS GRACAS, MANAUS-AM, CEP 69053-140
REFRIGERANTE BARE 1L;R$ 2,50;MERCADINHO ADAO EVA;RUA PROFESSORA RAIMUNDA MAGALHAES, NRO 103, COROADO II, MANAUS-AM, CEP 69080-271
REFRIGERANTE LATA FANTA UVA 310ML;R$ 2,50;MERCANTIL & ACOGUE BOM PRECO;AV SANTA MARIA DA PAZ, NRO 637, CIDADE DE DEUS, MANAUS-AM, CEP 69099-644
REFRIGERANTE GUARANA ANTARCTICA DIET LT;R$ 2,50;EXPRESSO TARUMA;R J. LEITE, NRO 292, TARUMA, MANAUS-AM, CEP 69022-160
REFRIGERANTE LA;R$ 2,50;FORMULA 2004;RUA JONATHAS PEDROSA, NRO 1594, PRACA 14 DE JANEIRO, MANAUS-AM, CEP 69020-110
REFRIGERANTE PEPSI LATA 350ML;R$ 2,50;MERCADINHO JAPONES;RUA MANOEL MARQUES DE SOUZA, NRO 242, PARQUE DEZ, MANAUS-AM, CEP 69055-240
FREEZER REFRIGERANTE LATA 350ML [DIVERSOS];R$ 2,50;DIST FORMIGUETE 3 IRMAOS;AV BRIGADEIRO HILARIO GURJAO FONE-33470057, NRO 068, JORGE TEIXEIRA, MANAUS-AM, CEP 69088-000
REFRIGERANTE GUARANA GOLD 350L;R$ 2,50;POSTO 7000;AV TORQUATO TAPAJOS, NRO 7033, TARUMA, MANAUS-AM, CEP 69041-025
REFRIGERANTE GUARANA BARE LT 350ML;R$ 2,50;EXPRESSO TARUMA;R J. LEITE, NRO 292, TARUMA, MANAUS-AM, CEP 69022-160
REFRIGERANTE MAGISTRAL GOLD 1,5L;R$ 2,50;MERCADINHO M. PINTO;R 5 DE SETEMBRO, N-532-A, NRO 532, SAO RAIMUNDO, MANAUS-AM, CEP 69000-000
REFRIGERANTE ANTARCTICA  LATA 350ML UND;R$ 2,50;VAREJAO VIEIRALVES;AV JOAO VALERIO, NRO 664, NOSSA SENHORA DAS GRACAS, MANAUS-AM, CEP 69053-140
REFRIGERANTE FANTA UVA LATA 310ML;R$ 2,50;BOX SMS;RUA SANTA CLAUDIA, NRO 13, SAO JOSE OPERARIO, MANAUS-AM, CEP 69090-090
REFRIGERANTE COCA COLA MINI LATA 220ML;R$ 2,50;POSTO BETANIA;AV ADALBERTO VALE, NRO 39, BETANIA, MANAUS-AM, CEP 69073-270
REFRIGERANTE LATA FA;R$ 2,50;MERCADINHO VERONA;AV OSCAR BOREL, NRO 233, COMPENSA, MANAUS-AM, CEP 69035-210
REFRIGERANTE MAGISTRAL GOLD 1,5 L 37608;R$ 2,50;MERCADINHO FORTALEZA;R NOVA OLINDA, NRO 002, JAPIIM, MANAUS-AM, CEP 69078-090
