BICO DEC BOLO KC44012;3.99;SALMO 91 - CIDADE DE DEUS;AV. AUTAZ MIRIM, NRO 10495, CIDADE DE DEUS, NAO INFORMADO, MANAUS-AM, CEP 69088-785
BOLO DBENTA 450G- BA;3.99;PATIO GOURMET;AV. DJALMA BATISTA, NRO 1375, CHAPADA, MANAUS-AM, CEP 69050-010
MIST BOLO D BENTA BA;3.99;J.R.N.S COMERCIO DE PRODUTOS ALIMENTICIOS LTDA;AVE NHAMUNDA, NRO 1441, PRACA 14, MANAUS-AM, CEP 69020-190
MISTURA PARA BOLO DO;3.99;J.R.N.S COMERCIO DE PRODUTOS ALIMENTICIOS LTDA;AVE NHAMUNDA, NRO 1441, PRACA 14, MANAUS-AM, CEP 69020-190
BOLO DBENTA 450G FES;3.99;MERCANTIL NOVA ERA LTDA;AV. PE AGOSTINHO CABALLERO MARTIN, NRO 2610, SANTO ANTONIO, MANAUS-AM, CEP 69020-120
MIST BOLO DR OETKER;3.99;CARREFOUR;AV JORNALISTA HUMBERTO CALDERARO FILHO 203, NRO 203, ADRIANOPOLIS, MANAUS-AM, CEP 69057-015
BOLO CHOCOLATE;4.0;FOCA LANCHONETE LTDA ME;RUA BARROSO, NRO 86, CENTRO, MANAUS-AM, CEP 69010-050
BOLO PRESTIGIO;4.0;PANIFICADORA REAL SABOR;RUA DORVAL, NRO 41, CIDADE NOVA, MANAUS-AM, CEP 69097-154
BOLO DE BAUNILHA;4.0;MERCADINHO BOM PRECO;AV ARICA, NRO 014, MAUAZINHO, MANAUS-AM, CEP 69075-410
BOLO BEBEZ BAU;4.0;S. FUJII LTDA;AV. JOAQUIM NABUCO, NRO 267, CENTRO, MANAUS-AM, CEP 69020-031
BOLO DE MACAXEIRA;4.0;PANIFICADORA E CONFEITARIA J.A LTDA - ME;ALAMEDA DA ESPERANCA, NRO 375, CIDADE NOVA, MANAUS-AM, CEP 69099-000
BOLO DE MACAXEIRA;4.0;PANIFICADORA E CONFEITARIA MULTIPAO;AV NOEL NUTELS, NRO 1360, CIDADE NOVA, MANAUS-AM, CEP 69095-000
BOLO MILHO FATIA;4.0;LINDOPAN CASA DE PAES;RUA SILVA RAMOS, NRO 2616, CENTRO, MANAUS-AM, CEP 69025-030
BOLO DE MACAXEIRA;4.0;CAFE REGIONAL PRISCILA;AV DO TURISMO, NRO 002, PONTA NEGRA, MANAUS-AM, CEP 69037-005
BOLO  FATIA;4.0;PANIFICADORA DIANA LTDA-ME;AVENIDA SAO JORGE, NRO 556, SAO JORGE, MANAUS-AM, CEP 69033-000
BOLO PRESTIGIO;4.0;PANIFICADORA OLIVEIRA;RUA 232 QD 411 (NUC 21), NRO 011, CIDADE NOVA V, MANAUS-AM, CEP 69096-770
BOLO DE POTE;4.0;MERCADO SERVE TODOS;RUA JURUA, NRO 078, SANTA ETELVINA, MANAUS-AM, CEP 69059-310
BOLO SEM TRIGO;4.0;PANIFICADORA OLIVEIRA;RUA 232 QD 411 (NUC 21), NRO 011, CIDADE NOVA V, MANAUS-AM, CEP 69096-770
BOLO DE MACAXEIRA;4.0;PAO DE MINAS PADARIA E CONFEITARIA;AV TANCREDO NEVES, NRO 31, PARQUE 10 DE NOVEMBR, MANAUS-AM, CEP 69054-700
BOLO INGLES;4.0;PANIFICADORA ORIENTE;AV NHAMUNDA, NRO 376, CENTRO, MANAUS-AM, CEP 69025-190
BOLO DE MACAXEIRA;4.0;PANIFICADORA E CONFEITARIA ISOLDA;AV CONSTANTINOPLA, NRO 007, PLANALTO, MANAUS-AM, CEP 69045-000
BOLO DBENTA 450G COC;4.09;SUPERATACADO NOVA ERA;AV. TORQUATO TAPAJOS, NRO 2871, DA PAZ, MANAUS-AM, CEP 69048-010
MIST PBOLO SANDELLA BOLO FESTA 400;4.09;LOJA 28 MAX TEIXEIRA;AVENIDA MAX TEXEIR, NRO 3676, CIDADE NOVA, CONJUNTO RESIDENCIAL CIDADE NOVA I, MANAUS-AM, CEP 69090-002
BANDEJA COBRE BOLO RED G80 GAL;4.1;CASA DE CARNE OTAVIO;RUA SAO EUSEBIO, NRO 219, TERRA NOVA, MANAUS-AM, CEP 69093-820
MISTURA P BOLO RENAT;4.1;SUPERMERCADO NOVA CIDADE;MARGARITA, NRO 35, CIDADE NOVA, MANAUS-AM, CEP 69097-207
BOLO CHOCOLATE DR.OETKER CX;4.1;MERCADINHO PEREIRA;RUA ITAETE, NRO 138, AMAZONINO MENDES, MANAUS-AM, CEP 69099-230
MISTURA BOLO LARANJA;4.15;LUIZ CARLOS DORNELES QUEIROZ-M;AV OSCAR BOREL, NRO 052, COMPENSA II, MANAUS-AM, CEP 69035-210
BOLO ANA MARIA PULLMAN BAUN 80GR;4.15;LOJA 19 SUPER PQ.DEZ;RUA LINDON JOHNSON, NRO 100, PQ.DEZ, MANAUS-AM, CEP 69054-700
MIST P/BOLO FORMIGUE SH DR OETKER 430G;4.19;BIG AMIGAO F1;RUA DOS BARES, NRO 425, CENTRO, NAO INFORMADO, MANAUS-AM, CEP 69005-020
MISTURA PARA BOLO SA;4.2;GLORINETE DE JESUS PINEIRO - M;R CARAPIA, NRO 001, GILBERTO MESTRINHO, MANAUS-AM, CEP 69086-556
MIST BOLO D BENTA BA;4.25;L V BARJA QUEIROZ;RUA IRITAMA, NRO 002, CIDADE NOVA, MANAUS-AM, CEP 69097-760
BOLO AS CLARISSAS BAN S/LACT S/GLUT 40G;4.25;EMPORIUM ROMA;RUA TEREZINA, NRO 351, ADRIANOPOLIS, NAO INFORMADO, MANAUS-AM, CEP 69053-070
MIST BOLO CHOC ITALA;4.25;ALVORADA COMERCIO VAREJISTA AL;RUA PROFESSOR ANTONIO GIULESSE, NRO 358, ALVORADA, MANAUS-AM, CEP 69043-060
CEREAL BAR NUTRY BOLO CHOC LV4PG3;4.26;LOJA 32 HIPER ALEIXO;AV COSME FERREIRA, NRO 2540, COROADO, MANAUS-AM, CEP 69082-230
MIST BOLO ABACAXI FL;4.29;CARREFOUR;AV JORNALISTA HUMBERTO CALDERARO FILHO 203, NRO 203, ADRIANOPOLIS, MANAUS-AM, CEP 69057-015
MIST BOLO FLEISCHMAN;4.29;CARREFOUR;AV DJALMA BATISTA 482 LOJA B  CHAPADA, NRO 482, CHAPADA, LOJA B, MANAUS-AM, CEP 69050-902
BOLO DBENTA 450G CHO;4.39;SUPERATACADO NOVA ERA;AV. ARQUITETO J.H.B. RODRIGUES, NRO 3760, MONTE DAS OLIVEIRAS, MANAUS-AM, CEP 69093-149
MIST BOLO FLEISCHM 4;4.39;SUPERATACADO NOVA ERA;AV. TORQUATO TAPAJOS, NRO 2871, DA PAZ, MANAUS-AM, CEP 69048-010
MISTURA BOLO OETKER;4.49;J.R.N.S COMERCIO DE PRODUTOS ALIMENTICIOS LTDA;AVE NHAMUNDA, NRO 1441, PRACA 14, MANAUS-AM, CEP 69020-190
BOLO DAFILO ROLO MINI;4.49;FARMABEM;AV TORQUARTO TAPAJOS, NRO 5550, COL STO ANTONIO, MANAUS-AM, CEP 69093-018
BOLO DBENTA 450G CHO;4.49;SUPERMECADO BARATEIRO;AV OSCAR BOREL, NRO 030, COMPENSA, MANAUS-AM, CEP 69035-210
BOLO COCO DR. ETKER;4.49;CASA DE CARNE OTAVIO;RUA PADRE JOAO RIBEIRO, NRO 110, CANARANAS, MANAUS-AM, CEP 69097-000
BOLO DE MILHO FATIA;4.5;PANIFICADORA E CONFEITARIA MULTIPAO;AV NOEL NUTELS, NRO 1360, CIDADE NOVA, MANAUS-AM, CEP 69095-000
BOLO COCO;4.5;SUPER JB;AVE BARAO DO RIO BRANCO, NRO 015, FLORES, MANAUS-AM, CEP 69058-581
BOLO CAFETERIA FAT S;4.5;CARREFOUR;AV DJALMA BATISTA 276 FLORES, NRO 276, FLORES, MANAUS-AM, CEP 69050-010
MIST BOLO OETKER 450;4.59;SUPERATACADO NOVA ERA;AV. TORQUATO TAPAJOS, NRO 2871, DA PAZ, MANAUS-AM, CEP 69048-010
BOLO DBENTA 450G- LA;4.59;SUPERATACADO NOVA ERA;AV. ARQUITETO J.H.B. RODRIGUES, NRO 3760, MONTE DAS OLIVEIRAS, MANAUS-AM, CEP 69093-149
BOLO DBENTA 450G- CE;4.59;SUPERATACADO NOVA ERA;AV. ARQUITETO J.H.B. RODRIGUES, NRO 3760, MONTE DAS OLIVEIRAS, MANAUS-AM, CEP 69093-149
MIST P BOLO SUPRO SOY CHOCOLATE 30;4.6;LOJA 03 HIPER P NEGRA;AV CEL TEIXEIRA, NRO 7687, NOVA ESPERANCA, MANAUS-AM, CEP 69037-000
MISTURA PARA BOLO PE;4.6;IALA COMERCIO DE PROD.ALI. E MAT ESC. E ESCRI LTDA - ME;RUA GENERAL CARNEIRO, NRO 536, SAO FRANCISCO[, MANAUS-AM, CEP 69079-020
MIST P BOLO SUPRO SOY LARANJA 300G;4.69;LOJA 03 HIPER P NEGRA;AV CEL TEIXEIRA, NRO 7687, NOVA ESPERANCA, MANAUS-AM, CEP 69037-000
MIST BOLO OETKER 450;4.7;I S NOGUEIRA;AV. NEPAL, NRO 006, NOVA CIDADE, MANAUS-AM, CEP 69097-315
BARRA MIX NUTRI FIT BOLO CHOC VEGAN 40G;4.75;EMPORIUM ROMA;RUA TEREZINA, NRO 351, ADRIANOPOLIS, NAO INFORMADO, MANAUS-AM, CEP 69053-070
MISTURA BOLO LARANJA;4.75;CASA DA CARNE OTAVIO;RUA CAMPOS BRAVOS, NRO 1868, REDENCAO, MANAUS-AM, CEP 69047-000
MISTURA BOLO CHOCOMO;4.75;COMERCIAL ALEX;RUA DOUTOR ARGEMIRO GERMANO, NRO 032, CIDADE NOVA, MANAUS-AM, CEP 69090-742
MISTURA P/BOLO RENAT;4.75;CASA DE CARNE OTAVIO;RUA PADRE JOAO RIBEIRO, NRO 110, CANARANAS, MANAUS-AM, CEP 69097-000
MISTURA BOLO PETIT G;4.75;COMERCIAL ALEX;RUA DOUTOR ARGEMIRO GERMANO, NRO 032, CIDADE NOVA, MANAUS-AM, CEP 69090-742
MIST BOLO MARATA 450;4.79;SUPERATACADO NOVA ERA;AV. TORQUATO TAPAJOS, NRO 2871, DA PAZ, MANAUS-AM, CEP 69048-010
BASE P/ BOLO STYROFORM FALSO REDONDO 200X100;4.8;Distribuidora Ferraz / MATRIZ;RUA LEOVEGILDO COELHO, NRO 192, CENTRO, MANAUS-AM, CEP 69050-090
BRIGADEIRO BOLO UND;4.85;PANIFICADORA CONDE LTDA;RUA MARTIM AFONSO DE SOUZA, NRO 589, DOM PEDRO, MANAUS-AM, CEP 69040-690
MISTURA PARA BOLO CH;4.85;E.SERRA RODRIGUES;AV BURITI, NRO 091, COROADO III, MANAUS-AM, CEP 69000-000
MISTURA P/BOLO CHOCO;4.89;R G COMERCIO DE PROD ALIM LTDA-ME;PCA 15 DE NOVEMBRO, NRO 137, CENTRO, MANAUS-AM, CEP 69005-400
MISTURA BOLO PETIT G;4.89;L V BARJA QUEIROZ;RUA IRITAMA, NRO 002, CIDADE NOVA, MANAUS-AM, CEP 69097-760
DISCO DOURADO P/BOLO PAPEL 30CM AA081509;4.9;TROPICAL SHOPP VIA NORTE;AV. ARQ. JOSE HENRIQUES B. RODRIGUES, NRO 3760, SANTA ETELVINA, NAO INFORMADO, MANAUS-AM, CEP 69093-149
MISTURA PARA BOLO FL;4.9;MERCADINHO VERONA;AV OSCAR BOREL, NRO 233, COMPENSA, MANAUS-AM, CEP 69035-210
DISCO PRATA P/BOLO PAPEL 30CM AA081510;4.9;TROPICAL MULTILOJA MATRIZ;RUA GUILHERME MOREIRA ANTIGA PRACA TENRE, NRO 017, CENTRO, NAO INFORMADO, MANAUS-AM, CEP 69005-280
MISTURA P BOLO DBENTA LARANJA 450G;4.99;SUPERMERCADO RODRIGUES;ITANNANA, NRO 291, N.SRA DAS GRACAS, NAO INFORMADO, MANAUS-AM, CEP 69053-540
BOLO CHOCOLATE 200G DELICCE;4.99;LOJAS AMERICANAS S.A;AV ARQUITETO JOSE HENRIQUE BENTO RODRIGUES, NRO 3760, MONTE DAS OLIVEIRAS, SHOPPING MANAUS, MANAUS-AM, CEP 69093-149
MIST BOLO FLEISCHMAN;4.99;J.R.N.S COMERCIO DE PRODUTOS ALIMENTICIOS LTDA;AVE NHAMUNDA, NRO 1441, PRACA 14, MANAUS-AM, CEP 69020-190
MIST BOLO RENATA 400;4.99;SUPERATACADO NOVA ERA;AV. TORQUATO TAPAJOS, NRO 2871, DA PAZ, MANAUS-AM, CEP 69048-010
BOLO LARANJA 200G DELICCE;4.99;LOJAS AMERICANAS S.A;AV ARQUITETO JOSE HENRIQUE BENTO RODRIGUES, NRO 3760, MONTE DAS OLIVEIRAS, SHOPPING MANAUS, MANAUS-AM, CEP 69093-149
BOLO CHOCOLATE;4.99;CAMPEAO SUPERMERCADOS LTDA;RUA JOAO PAULO I, NRO 001, ALVORADA, MANAUS-AM, CEP 69043-000
BOLO FORMIGUEIRO;4.99;CAMPEAO SUPERMERCADOS LTDA;RUA JOAO PAULO I, NRO 001, ALVORADA, MANAUS-AM, CEP 69043-000
BOLO DE COCO;5.0;PANIFICADORA BARCELONA;RUA PROF. RAYMUNDA MAGALHAES, NRO 105, COROADO II, MANAUS-AM, CEP 69070-280
BOLO CHOC.DR.OETKER;5.0;REDELEVE SUPERMERCADOS;RUA RAIMUNDO NONATO DE CASTRO, NRO 3701, SANTO AGOSTINHO, MANAUS-AM, CEP 69093-595
BOLO DE BANANA;5.0;PANIFICADORA BARCELONA;RUA PROF. RAYMUNDA MAGALHAES, NRO 105, COROADO II, MANAUS-AM, CEP 69070-280
BOLO DE CHOCOLATE;5.0;PANIFICADORA ELSHADDAI;RUA DR MOREIRA, NRO 29, CENTRO, MANAUS-AM, CEP 69005-250
BOLO TAPIOCA;5.0;LINDOPAN CASA DE PAES;RUA SILVA RAMOS, NRO 2616, CENTRO, MANAUS-AM, CEP 69025-030
BOLO DE LEITE;5.0;PANIFICADORA BARCELONA;RUA PROF. RAYMUNDA MAGALHAES, NRO 105, COROADO II, MANAUS-AM, CEP 69070-280
BOLO DE POTE;5.0;PANIFICADORA CRISTAL;RUA SEVERINO D ANDRADE, CNJ 31 D MARCO 2, NRO 1694, JAPIIM, MANAUS-AM, CEP 69076-260
BOLO DE POTE;5.0;PANIFICADORA MIYAZAKI;ALEXANDRE MAGNO, NRO 1005, PARQUE 10, MANAUS-AM, CEP 69054-723
BOLO DE ROLO;5.0;ALEMA;NOEL NUTELS, NRO 1762, CIDADE NOVA, LOJA 4006, MANAUS-AM, CEP 69096-000
BOLO TAPIOCA;5.0;SM VITORIA;AVENIDA TORQUATO TAPAJO, NRO 5200, FLORES, MANAUS-AM, CEP 69058-860
BOLO COMUM;5.0;PANIFICADORA E CONFEITARIA ROBSON;RUA CONSTELACAO DE TOURO, ALTOS, NRO 441, ALEIXO, MANAUS-AM, CEP 69060-110
BOLO PUDIM;5.0;PANIFICADORA E CONFEITARIA ISOLDA;AV CONSTANTINOPLA, NRO 007, PLANALTO, MANAUS-AM, CEP 69045-000
BOLO DE MACAXEIRA;5.0;COMERCIAL DE ALIMENTOS AGUAS CLARAS LTDA;RUA B 5, NRO 002, NOVO ALEIXO, MANAUS-AM, CEP 69058-586
BOLO DE CHOCOLATE;5.0;PANIFICADORA E CONFEITARIA ISOLDA;AV CONSTANTINOPLA, NRO 007, PLANALTO, MANAUS-AM, CEP 69045-000
BOLO DE LARANJA;5.0;PANIFICADORA BARCELONA;RUA PROF. RAYMUNDA MAGALHAES, NRO 105, COROADO II, MANAUS-AM, CEP 69070-280
BOLO DE LIMAO;5.0;PANIFICADORA BARCELONA;RUA PROF. RAYMUNDA MAGALHAES, NRO 105, COROADO II, MANAUS-AM, CEP 69070-280
BOLO NEGA MALUCA;5.0;SM VITORIA;AVENIDA TORQUATO TAPAJO, NRO 5200, FLORES, MANAUS-AM, CEP 69058-860
BOLO MACAXEIRA;5.0;JOELMA MORAES VALE;AV ARQUITETO JOSE HENRIQUES B. RODRIGUES, NRO 3760, MONTE DAS OLIVEIRAS, LOJA 2071 SHOPPING MANAUS VIA NORTE, MANAUS-AM, CEP 69093-149
MISTURA P/ BOLO CHOCOMOUSSE 450G;5.1;COMERCIAL L J;RUA VICENTE TORRES REIS, NRO 250, SAO JORGE, MANAUS-AM, CEP 69000-000
MISTURA PARA BOLO CH;5.19;R G COMERCIO DE PROD ALIM LTDA-ME;PCA 15 DE NOVEMBRO, NRO 137, CENTRO, MANAUS-AM, CEP 69005-400
MIST P/BOLO FLEISCHMANN 450G CHOCOLATE;5.2;CASA NORDESTE;RUA MARIA ANDRADE, NRO 352, SAO LAZARO, NAO INFORMADO, MANAUS-AM, CEP 69073-010
MIST P/BOLO OETKER MILHO CREMOSSO 400G;5.4;SUPERMERCADO RODRIGUES;ITANNANA, NRO 291, N.SRA DAS GRACAS, NAO INFORMADO, MANAUS-AM, CEP 69053-540
MIST BOLO FLEIS 450G;5.49;SUPERATACADO NOVA ERA;AV. TORQUATO TAPAJOS, NRO 2871, DA PAZ, MANAUS-AM, CEP 69048-010
MIST BOLO FLE 450G M;5.49;SUPERATACADO NOVA ERA;AV. ARQUITETO J.H.B. RODRIGUES, NRO 3760, MONTE DAS OLIVEIRAS, MANAUS-AM, CEP 69093-149
MISTURA BOLO CHOCOMO;5.49;ADAO TOMAZ JUNIOR ME;RUA FORMOSA, NRO 061, PARQ DAS NACOES, MANAUS-AM, CEP 69028-120
MISTURA PARA BOLO CH;5.49;MERCADINHO ITALIA;RUA E 14, NRO 262, ALVORADA, MANAUS-AM, CEP 69042-000
MISTURA PARA BOLO BR;5.49;MERCADINHO ITALIA;RUA E 14, NRO 262, ALVORADA, MANAUS-AM, CEP 69042-000
BOLO CASEIRO   VIZINHO;5.49;GRAO ESPRESSO;AVENIDA MARIO YPIRANGA, NRO 1300, ADRIANOPOLIS, MANAUS-AM, CEP 69057-002
BOLO CASEIRO MELHOR;5.5;MANAUS EDUCANDO;AV. LEOPOLDO PERES, NRO 646, EDUCANDOS, MANAUS-AM, CEP 69070-250
BOLO DE LARANJA;5.5;IVANEIDE CARACAS BEZERRA - ME;DJALMA BATISTA, NRO 482, PARQUE 10 DE NOVEMBRO, LOJA 420, MANAUS-AM, CEP 69055-038
BOLO DE BANANA;5.5;IVANEIDE CARACAS BEZERRA - ME;DJALMA BATISTA, NRO 482, PARQUE 10 DE NOVEMBRO, LOJA 420, MANAUS-AM, CEP 69055-038
MISTURA PARA BOLO CH;5.5;MERCADINHO ANNE;RUA MIRASSELVAS, NRO 1987, REDENCAO, MANAUS-AM, CEP 69047-042
MISTURA P/ BOLO CHOCOMOUSSE 450G;5.5;QUEIROZ COMERCIAL;RUA RIO CABORIS, NRO 35, CIDADE NOVA, MANAUS-AM, CEP 69098-272
BOLO;5.5;CW Cafés Especiais;AV PROFESSOR NILTON LINS, NRO 3522, FLORES, PARQUE DAS LARANJEIRAS, MANAUS-AM, CEP 69058-030
MIST BOLO FLEISCH 45;5.59;SUPERATACADO NOVA ERA;AV. ARQUITETO J.H.B. RODRIGUES, NRO 3760, MONTE DAS OLIVEIRAS, MANAUS-AM, CEP 69093-149
MISTURA P/BOLO PETIT;5.65;COM DE LATI E FRIOS SAO JORGE LTDA;RUA PAULO EDUARDO DE LIMA, NRO 1105, CIDADE NOVA, MANAUS-AM, CEP 69095-670
MISTURA P/BOLO CHOCO;5.65;COM DE LATI E FRIOS SAO JORGE LTDA;RUA PAULO EDUARDO DE LIMA, NRO 1105, CIDADE NOVA, MANAUS-AM, CEP 69095-670
MISTURA PARA BOLO DO;5.7;MERCADINHO VERONA;AV OSCAR BOREL, NRO 233, COMPENSA, MANAUS-AM, CEP 69035-210
MISTURA BOLO OETKER;5.75;CASA DA CARNE OTAVIO;RUA CAMPOS BRAVOS, NRO 1868, REDENCAO, MANAUS-AM, CEP 69047-000
MISTURA PARA BOLO FL;5.75;SUPER JB;AVE BARAO DO RIO BRANCO, NRO 015, FLORES, MANAUS-AM, CEP 69058-581
MIST P/BOLO FLEISCHMANN 450G CHOCOLATE;5.75;SUPERMERCADO RODRIGUES;ITANNANA, NRO 291, N.SRA DAS GRACAS, NAO INFORMADO, MANAUS-AM, CEP 69053-540
MIST P BOLO SUPRO SOY BROWNIE 300G;5.75;LOJA 03 HIPER P NEGRA;AV CEL TEIXEIRA, NRO 7687, NOVA ESPERANCA, MANAUS-AM, CEP 69037-000
MIST P BOLO SUPRO SOY PETIT GATEAU;5.79;LOJA 09 HIPER DB DISTRITO;AV RODRIGO OTAVIO, NRO 3810, JAPIIM, MANAUS-AM, CEP 69077-900
MIST BOLO SUPRA SOY;5.99;PATIO GOURMET;AV. DJALMA BATISTA, NRO 1375, CHAPADA, MANAUS-AM, CEP 69050-010
MISTURA P/BOLO PETIT;5.99;LUIZ CARLOS DORNELES QUEIROZ-M;AV OSCAR BOREL, NRO 052, COMPENSA II, MANAUS-AM, CEP 69035-210
MISTURA P BOLO D.BENTA CHOCOLATE 450G;5.99;SUPERMERCADO RODRIGUES;AV AUTAZ MIRIM, NRO 7451, TANCREDO NEVES, NAO INFORMADO, MANAUS-AM, CEP 69085-000
FETTUCINE SEARA BOLO;5.99;CARREFOUR;AV DJALMA BATISTA 276 FLORES, NRO 276, FLORES, MANAUS-AM, CEP 69050-010
BOLO DE CUPUACU;6.0;KERO CAFE;AV MARGARITA, NRO 1359, NOVA CIDADE, MANAUS-AM, CEP 69097-305
BOLO DE CHOCOLATE;6.0;MIL FOLHAS PANIFICADORA EIRELI - ME;AV PARAIBA, NRO 00500, ADRIANOPOLIS, MANAUS-AM, CEP 69057-021
MISTURA PARA BOLO PE;6.0;REDELEVE SUPERMERCADOS;RUA RAIMUNDO NONATO DE CASTRO, NRO 3701, SANTO AGOSTINHO, MANAUS-AM, CEP 69093-595
BOLO MESCLADO;6.0;PANIFICADORA E CONFEITARIA LA PAN LTDA - ME;RUA JORGE BAIRD, NRO 132, N.S.DAS GRACAS, MANAUS-AM, CEP 69057-140
MISTURA PARA BOLO BR;6.0;REDELEVE SUPERMERCADOS;RUA RAIMUNDO NONATO DE CASTRO, NRO 3701, SANTO AGOSTINHO, MANAUS-AM, CEP 69093-595
MISTURA PARA BOLO CH;6.0;REDELEVE SUPERMERCADOS;RUA RAIMUNDO NONATO DE CASTRO, NRO 3701, SANTO AGOSTINHO, MANAUS-AM, CEP 69093-595
MISTURA PARA BOLO CH;6.14;CAMPEAO SUPERMERCADOS LTDA;RUA JOAO PAULO I, NRO 001, ALVORADA, MANAUS-AM, CEP 69043-000
MISTURA PARA BOLO PE;6.14;CAMPEAO SUPERMERCADOS LTDA;RUA JOAO PAULO I, NRO 001, ALVORADA, MANAUS-AM, CEP 69043-000
MIST BOLO FLEISCHMAN;6.29;SUPERATACADAO NOVA ERA LTDA - ZONA LESTE;AV. AUTAZ MIRIM, NRO 9058, JORGE TEIXEIRA, MANAUS-AM, CEP 69088-245
MIST P/BOLO PETIT GATEAU 450G;6.39;SUPERMERCADO RODRIGUES;ITANNANA, NRO 291, N.SRA DAS GRACAS, NAO INFORMADO, MANAUS-AM, CEP 69053-540
BOLO CASEIRO FORMIG BIG AMIGAO 620GR;6.49;BIG AMIGAO F4;RUA FRANCISCA MENDES, NRO 2360, CIDADE DE DEUS, NAO INFORMADO, MANAUS-AM, CEP 69099-345
BOLO CASEIRO CHOC BIG AMIGAO 620GR;6.49;BIG AMIGAO F4;RUA FRANCISCA MENDES, NRO 2360, CIDADE DE DEUS, NAO INFORMADO, MANAUS-AM, CEP 69099-345
BOLO CASEIRO BANANA BIG AMIGAO 620GR;6.49;BIG AMIGAO F4;RUA FRANCISCA MENDES, NRO 2360, CIDADE DE DEUS, NAO INFORMADO, MANAUS-AM, CEP 69099-345
BOLO CASEIRO TRAD BIG AMIGAO 620GR;6.49;BIG AMIGAO F4;RUA FRANCISCA MENDES, NRO 2360, CIDADE DE DEUS, NAO INFORMADO, MANAUS-AM, CEP 69099-345
BOLO CASEIRO DE COCO BIG AMIGAO 620GR;6.49;BIG AMIGAO F4;RUA FRANCISCA MENDES, NRO 2360, CIDADE DE DEUS, NAO INFORMADO, MANAUS-AM, CEP 69099-345
BOLO CASEIRO MILHO BIG AMIGAO 620GR;6.49;BIG AMIGAO F4;RUA FRANCISCA MENDES, NRO 2360, CIDADE DE DEUS, NAO INFORMADO, MANAUS-AM, CEP 69099-345
BOLO CASEIRO MESCLA BIG AMIGAO 620GR;6.49;BIG AMIGAO F4;RUA FRANCISCA MENDES, NRO 2360, CIDADE DE DEUS, NAO INFORMADO, MANAUS-AM, CEP 69099-345
BOLO CASEIRO LARANJA BIG AMIGAO 620GR;6.49;BIG AMIGAO F4;RUA FRANCISCA MENDES, NRO 2360, CIDADE DE DEUS, NAO INFORMADO, MANAUS-AM, CEP 69099-345
BOLO NEGA MALUCA;6.5;MANAUARA;AV MARIO YPIRANGA, NRO 1300, ADRIANOPOLIS, LJ FF09 PISO BURITI, MANAUS-AM, CEP 69057-002
BOLO PRESTIGIO FATIA;6.5;DON PAO;RUA DOS CRISANTEMOS, 60 CONJ. TIRA DENTES, NRO 014, ALEIXO, MANAUS-AM, CEP 69083-230
BOLO CASEIRO   VIZINHO;6.5;IVANEIDE CARACAS BEZERRA - ME;CORONEL TEIXEIRA, NRO 5705, PONTA NEGRA, MANAUS-AM, CEP 69037-000
BOLO  DE LEITE;6.52;PANIFICADORA LD;RUA RAMOS FERREIRA, NRO 315, APARECIDA, MANAUS-AM, CEP 69010-120
BOLO CUPCAKES CONDE UND;6.6;PANIFICADORA CONDE LTDA;RUA MARTIM AFONSO DE SOUZA, NRO 589, DOM PEDRO, MANAUS-AM, CEP 69040-690
BOLO DE LEITE;6.9;MERCADINHO LD;RUA GILBERTO MESTRINHO, NRO 17, COMPENSA III, MANAUS-AM, CEP 69010-450
BOLO CASEIRO 500G [DIVERSOS];6.99;MERCADINHO S & VIEIRA;RUA RAYOL DOS SANTOS, NRO 047, CIDADE NOVA, MANAUS-AM, CEP 69089-210
BOLO AS CLARISSAS 40;6.99;PATIO GOURMET;AV. DJALMA BATISTA, NRO 1375, CHAPADA, MANAUS-AM, CEP 69050-010
BOLO CASEIRO;6.99;MERCADINHO CAVALCANTE;AV JOAQUIM NABUCO, NRO 442, CENTRO, TERREO, MANAUS-AM, CEP 69005-080
BOLO DIVERSOS UN;6.99;SUPERMERCADO RODRIGUES;ITANNANA, NRO 291, N.SRA DAS GRACAS, NAO INFORMADO, MANAUS-AM, CEP 69053-540
BOLO CASEIRO;6.99;MERCADINHO OSSAMI;RUA BANDEIRA BRANCA, NRO 185, APARECIDA, MANAUS-AM, CEP 69010-450
BOLO MILHO;7.0;CASA DO PAO DE QUEIJO AMAZONAS SHOPPING;AV DJALMA BATISTA, AMAZONAS SHOPPING, NRO 482, PARQUE 10 DE NOVEMBRO, LOJA 358, PISO 01, MANAUS-AM, CEP 69050-010
BOLO MEDIO;7.0;PANIFICADORA REAL SABOR;RUA DORVAL, NRO 41, CIDADE NOVA, MANAUS-AM, CEP 69097-154
BOLO MILHO FATIA;7.0;DELTAEXPRESSO MANAUS PRACA;AV SANTOS DUMONT, NRO 1350, TARUMA, MANAUS-AM, CEP 69041-000
BOLO DE CHOCOLATE;7.0;PANIFICADORA E CONFEITARIA LA PAN LTDA - ME;RUA JORGE BAIRD, NRO 132, N.S.DAS GRACAS, MANAUS-AM, CEP 69057-140
BOLO CENOURA;7.0;CASA DO PAO DE QUEIJO AMAZONAS SHOPPING;AV DJALMA BATISTA, AMAZONAS SHOPPING, NRO 482, PARQUE 10 DE NOVEMBRO, LOJA 358, PISO 01, MANAUS-AM, CEP 69050-010
